x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0.76959,0.87819,0.0,0.7377,0.78493,-0.0542,0.73255,0.66545,-0.07868,0.78004,0.58106,-0.10103,0.83823,0.54527,-0.11972,0.72799,0.53524,-0.0266,0.72721,0.38925,-0.06405,0.73113,0.30302,-0.08838,0.73689,0.2291,-0.10538,0.78431,0.56434,-0.02299,0.81614,0.47688,-0.08696,0.79864,0.55573,-0.10606,0.78204,0.61253,-0.10064,0.83126,0.61142,-0.02693,0.85085,0.56874,-0.08591,0.82279,0.64678,-0.08213,0.80646,0.68846,-0.06066,0.86658,0.67178,-0.03625,0.88109,0.63405,-0.06879,0.85384,0.68683,-0.0597,0.83742,0.71829,-0.04263
0.77871,0.88231,0.0,0.75197,0.78093,-0.05806,0.7521,0.66213,-0.08177,0.79969,0.57674,-0.1025,0.85768,0.53496,-0.11902,0.74457,0.53078,-0.02233,0.74932,0.38573,-0.05782,0.75622,0.30021,-0.08117,0.76544,0.22572,-0.09703,0.80092,0.56246,-0.01502,0.8379,0.47639,-0.07803,0.81735,0.55476,-0.09795,0.79769,0.61162,-0.09251,0.84782,0.61071,-0.01597,0.87109,0.56699,-0.07525,0.83999,0.64354,-0.07373,0.82041,0.68479,-0.05296,0.88158,0.67011,-0.02244,0.89942,0.63243,-0.0541,0.87092,0.68231,-0.04625,0.85251,0.71196,-0.0298
0.76915,0.85958,0.0,0.74835,0.75914,-0.06231,0.75552,0.63964,-0.08646,0.80431,0.55353,-0.10685,0.86392,0.50965,-0.12312,0.75137,0.50511,-0.02085,0.76348,0.36538,-0.05546,0.77477,0.28045,-0.0785,0.78819,0.20855,-0.09378,0.80567,0.54211,-0.01099,0.84577,0.45805,-0.07302,0.81932,0.53309,-0.09249,0.79727,0.59005,-0.08593,0.85052,0.59508,-0.01014,0.87494,0.55222,-0.06975,0.839,0.62811,-0.06907,0.81897,0.66894,-0.04802,0.88199,0.65668,-0.01503,0.90083,0.6146,-0.04773,0.86922,0.66497,-0.04039,0.85065,0.69541,-0.02368
0.76887,0.86262,0.0,0.74893,0.75957,-0.06167,0.76051,0.64056,-0.08514,0.81308,0.55782,-0.10514,0.87102,0.52229,-0.12107,0.75832,0.51476,-0.01725,0.78207,0.37498,-0.04873,0.80193,0.29078,-0.06926,0.8215,0.22169,-0.08279,0.81045,0.55301,-0.00615,0.85504,0.47159,-0.06559,0.82877,0.54568,-0.08415,0.80469,0.60076,-0.07719,0.85385,0.60454,-0.00388,0.88033,0.56169,-0.05932,0.84539,0.63122,-0.05981,0.82294,0.6694,-0.04067,0.88362,0.66182,-0.00741,0.90016,0.62966,-0.03591,0.8698,0.67406,-0.02984,0.85019,0.70083,-0.01494
0.77977,0.8652,0.0,0.76084,0.76472,-0.05727,0.77451,0.64526,-0.07877,0.8311,0.56866,-0.09725,0.89066,0.53238,-0.11218,0.7777,0.51663,-0.01925,0.80403,0.37891,-0.05219,0.82597,0.29702,-0.07397,0.8464,0.22969,-0.08821,0.82909,0.55806,-0.0115,0.87588,0.47718,-0.07212,0.84679,0.54474,-0.09206,0.82009,0.59777,-0.0863,0.87037,0.61242,-0.01179,0.89857,0.57169,-0.06899,0.86079,0.64036,-0.06878,0.83744,0.67736,-0.04887,0.89791,0.67375,-0.01738,0.91751,0.63561,-0.04749,0.88584,0.68055,-0.03943,0.86622,0.70699,-0.02276
0.78354,0.86588,0.0,0.77135,0.76234,-0.0633,0.79093,0.64489,-0.08344,0.84583,0.56551,-0.09877,0.90426,0.52984,-0.10979,0.79167,0.51614,-0.01258,0.8228,0.38616,-0.03885,0.84799,0.30843,-0.05713,0.87043,0.24458,-0.0691,0.84002,0.55981,0.00195,0.88872,0.48188,-0.0517,0.8614,0.5422,-0.07148,0.83247,0.59266,-0.06602,0.87912,0.61483,0.00763,0.90904,0.57842,-0.044,0.87299,0.63925,-0.049,0.84703,0.67379,-0.03321,0.90423,0.67298,0.00765,0.92491,0.64007,-0.01955,0.89402,0.68063,-0.01626,0.87145,0.70618,-0.00331
0.78295,0.86153,0.0,0.77348,0.75759,-0.06752,0.79536,0.64519,-0.09035,0.85004,0.56881,-0.10793,0.90814,0.53488,-0.12075,0.79741,0.52389,-0.01495,0.83273,0.39641,-0.04342,0.8608,0.32081,-0.06293,0.88852,0.25778,-0.07542,0.84413,0.56758,0.00201,0.89629,0.49963,-0.0546,0.86467,0.56222,-0.07463,0.83538,0.60841,-0.06891,0.8821,0.6204,0.00937,0.91531,0.58503,-0.04478,0.87546,0.64301,-0.05023,0.84885,0.67332,-0.03421,0.90643,0.67269,0.01072,0.9281,0.64657,-0.01692,0.89515,0.68249,-0.01463,0.87253,0.70456,-0.00235
0.79864,0.83667,-0.0,0.74876,0.73774,-0.04086,0.74119,0.59987,-0.05524,0.77723,0.49515,-0.0684,0.81778,0.43728,-0.07934,0.74785,0.48899,-0.02144,0.74561,0.3352,-0.05395,0.74911,0.24504,-0.07299,0.75423,0.16693,-0.08586,0.80625,0.51054,-0.02184,0.84381,0.4063,-0.08672,0.82117,0.49569,-0.10288,0.79535,0.57163,-0.09289,0.85444,0.55093,-0.02742,0.88385,0.49287,-0.08674,0.84547,0.58036,-0.08011,0.81569,0.63942,-0.0555,0.88641,0.60347,-0.0366,0.90304,0.56647,-0.07089,0.87352,0.62348,-0.06059,0.85282,0.66292,-0.04112
0.77944,0.79931,-0.0,0.72286,0.71717,-0.02846,0.69921,0.58582,-0.03673,0.7246,0.47724,-0.0455,0.7596,0.41318,-0.05199,0.71281,0.47135,-0.01427,0.70229,0.32475,-0.04528,0.70036,0.24081,-0.06313,0.70195,0.16451,-0.07573,0.76865,0.48587,-0.02009,0.79338,0.38396,-0.07968,0.77603,0.48104,-0.0917,0.75806,0.55625,-0.08168,0.81754,0.51835,-0.03056,0.8363,0.45692,-0.08471,0.80454,0.55265,-0.07374,0.78314,0.61118,-0.04917,0.85435,0.56457,-0.04397,0.86175,0.5274,-0.07524,0.83421,0.59132,-0.06338,0.81975,0.62994,-0.04489

